Altium Designer Pick and Place Locations
\\192.168.1.124\home\1.client\Shinshu University\SSST\SSST_blood_sugar_git\Hardware\Altium\Project Outputs\Assembly\Pick and Place\Pick Place for 4Layer_Imposition.csv

========================================================================================================================
File Design Information:

Date:       06/04/22
Time:       18:33
Revision:   eb204bdf0c7c0e3d0a31be1b51934c6902f15cc7
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R24","RG1608P-114-B-T5","TopLayer","R1608","81.8000","116.0000","90","薄膜チップ抵抗1608サイズ"
"R23","RG1608P-303-B-T5","TopLayer","R1608","80.4000","116.0000","90","薄膜チップ抵抗1608サイズ"
"R21","RG1608P-114-B-T5","BottomLayer","R1608","99.4000","110.3650","360","薄膜チップ抵抗1608サイズ"
"R20","RG1608P-303-B-T5","BottomLayer","R1608","99.4000","109.0950","360","薄膜チップ抵抗1608サイズ"
"R18","RG1608P-204-B-T5","TopLayer","R1608","89.5000","110.3650","360","薄膜チップ抵抗1608サイズ"
"R17","RT0603DRD071ML","BottomLayer","R1608","96.7000","122.3000","180","薄膜チップ抵抗1608サイズ"
"R14","RG1608P-102-B-T5","TopLayer","R1608","96.7000","122.3000","180","薄膜チップ抵抗1608サイズ"
"R12","SM-3TW502","TopLayer","SM-3TW","86.5000","116.0000","90","CERMET TRIMMER 11 turns Top adjustmet"
"R11","RG1005P-103-B-T5","BottomLayer","R1005","67.8000","127.0000","180","薄膜チップ抵抗1005サイズ"
"R10","RG1608P-103-B-T5","BottomLayer","R1608","68.0000","125.8000","360","薄膜チップ抵抗1608サイズ"
"R8","RG1005P-332-B-T5","BottomLayer","R1005","75.2000","105.4000","90","薄膜チップ抵抗1005サイズ"
"R7","RG1005P-332-B-T5","BottomLayer","R1005","79.5400","105.4000","90","薄膜チップ抵抗1005サイズ"
"R6","RG1005P-103-B-T5","BottomLayer","R1005","94.0000","126.6350","180","薄膜チップ抵抗1005サイズ"
"R5","RG1005P-512-B-T5","BottomLayer","R1005","107.0000","108.0000","180","薄膜チップ抵抗1005サイズ"
"R4","RG1005P-512-B-T5","TopLayer","R1005","105.3000","113.9000","270","薄膜チップ抵抗1005サイズ"
"R3","RG1005P-103-B-T5","TopLayer","R1005","74.0000","112.0000","90","薄膜チップ抵抗1005サイズ"
"R2","RG1608P-103-B-T5","TopLayer","R1608","79.0000","116.0000","90","薄膜チップ抵抗1608サイズ"
"R1","RG1608P-114-B-T5","TopLayer","R1608","89.5000","111.6350","360","薄膜チップ抵抗1608サイズ"
"PTC1","1206L016WR","TopLayer","1206L","103.4000","111.8000","270","Resettable PTC"
"LED2","OSRGHC3131A","TopLayer","LED3COLORS","77.0000","103.0000","360","2色LED（赤,青）"
"LED1","WP710A10GD","TopLayer","LED_T1","84.0000","103.0000","270","LED T1 GREEN"
"JP6","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","111.9000","360",""
"JP4","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","107.9250","360",""
"JP3","SMD_JAMPER","TopLayer","SMD_JAMPER","64.1000","111.9000","360",""
"JP2","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","115.8750","360",""
"JP1","SMD_JAMPER","TopLayer","SMD_JAMPER","64.1000","115.8750","360",""
"J1","B02B-PASK-1","BottomLayer","B02B-PASK-1","102.8500","118.7500","90","雄,ストレート,1列2ピン"
"D4","BAT54STA","TopLayer","SOT-23","98.9000","116.5000","270","ダブル直列ショットキー"
"D3","BAT54STA","TopLayer","SOT-23","94.5000","116.5000","270","ダブル直列ショットキー"
"D2","BAT54STA","TopLayer","SOT-23","63.9000","120.4000","270","ダブル直列ショットキー"
"D1","CDBW0520L-G","TopLayer","SOD-123","81.5000","106.3000","180","Schottky Rectifier"
"C23","C1608X5R1A106M080AC","TopLayer","C1608","96.7000","121.0000","360","セラコン1608サイズ"
"C22","GRM1552C1H101J","BottomLayer","C1005","99.4000","112.9050","360","セラコン1005サイズ"
"C21","GRM1552C1H101J","TopLayer","C1005","86.3000","109.9000","270","セラコン1005サイズ"
"C20","GRM1552C1H101J","BottomLayer","C1005","90.3000","128.5000","180","セラコン1005サイズ"
"C19","GRM1885C1H101JA01D","BottomLayer","C1608","71.2000","126.5000","270","セラコン1608サイズ"
"C17","GRM1552C1H101J","BottomLayer","C1005","74.1000","105.4000","90","セラコン1005サイズ"
"C16","GRM155B11H472K","BottomLayer","C1005","99.4000","125.3650","360","セラコン1005サイズ"
"C15","GRM155F11H103Z","BottomLayer","C1005","99.4000","126.6350","360","セラコン1005サイズ"
"C14","GRM155F11H103Z","BottomLayer","C1005","99.4000","124.0950","360","セラコン1005サイズ"
"C13","GRM1552C1H102J","BottomLayer","C1005","94.0000","125.3650","180","セラコン1005サイズ"
"C12","GRM1552C1H221J","TopLayer","C1005","102.9000","125.3650","90","セラコン1005サイズ"
"C11","GRM155B11H472K","BottomLayer","C1005","94.0000","127.9050","360","セラコン1005サイズ"
"C10","GRM155B11H472K","BottomLayer","C1005","99.4000","127.9050","360","セラコン1005サイズ"
"C2","GRM1885C1H101JA01D","TopLayer","C1608","83.2000","116.0000","90","セラコン1608サイズ"
"USB1","DX07W024JA1R1000","BottomLayer","DX07W024JA1R1000","108.4250","84.9960","270","USB3.1 Type-C"
"JP5","SMD_JAMPER","TopLayer","SMD_JAMPER","88.5000","76.2000","180",""
"D5","CDBW0520L-G","BottomLayer","SOD-123","85.9000","75.0000","360","Schottky Rectifier"
"C18","GRM1885C1H101JA01D","BottomLayer","C1608","73.4000","91.4000","90","セラコン1608サイズ"
"+5V","TP1mm","TopLayer","TP1mm","104.0000","92.7000","270","Test-Point 1mm"
"+3.3V","TP1mm","TopLayer","TP1mm","107.5000","92.7000","180","Test-Point 1mm"
"TP8","TP1mm","TopLayer","TP1mm","103.4000","75.9000","180","Test-Point 1mm"
"GND","TP1mm","TopLayer","TP1mm","75.0000","97.0000","180","Test-Point 1mm"
"TP2","TP1mm","TopLayer","TP1mm","93.8000","90.6000","180","Test-Point 1mm"
"TP1","TP1mm","TopLayer","TP1mm","100.0000","91.0000","180","Test-Point 1mm"
"C1","GRM155F11H103Z","BottomLayer","C1005","72.8000","74.3000","90","セラコン1005サイズ"
"P1","FTSH-110-01-F-DV-K-P-TR","TopLayer","Headerpin_2x10","82.9650","94.1650","270","Header, 2 x 10 -Pin 1.27mm"
"U2","LTC1682IS8-3.3#PBF","TopLayer","SOIC8_3.9mm","96.7000","74.0000","360","IC REG CHARGE PUMP 3.3V 8SOIC"
"C9","GRM155B11H472K","BottomLayer","C1005","99.4000","73.3650","360","セラコン1005サイズ"
"C8","GRM155F11H103Z","BottomLayer","C1005","99.4000","74.6350","360","セラコン1005サイズ"
"C7","GRM155F11H103Z","BottomLayer","C1005","99.4000","72.0950","360","セラコン1005サイズ"
"C6","GRM1552C1H102J","BottomLayer","C1005","94.0000","73.3650","180","セラコン1005サイズ"
"C5","GRM1552C1H221J","TopLayer","C1005","102.9000","73.3650","90","セラコン1005サイズ"
"C4","GRM155B11H472K","BottomLayer","C1005","94.0000","75.9050","360","セラコン1005サイズ"
"C3","GRM155B11H472K","BottomLayer","C1005","99.4000","75.9050","360","セラコン1005サイズ"
"U6","OPA2330AIDR","TopLayer","SOIC8_3.9mm","96.7000","81.0000","360","CMOS ゼロドリフトアンプ 2回路 レールツーレール 8SOIC"
"U5","AD7680BRJZ","TopLayer","SOT-23-6","83.0000","80.3650","90","16bit ADC 2.5V～5.5V SOT23"
"U4","NINA-B302","BottomLayer","NINA_LGA67R_1500X1000X338_PIFA","67.0000","81.0000","270","u-blox NINA-B302 Bluetooth 5 LE, 802.15.4 module"
"U3","LTC1682IS8-5#PBF","TopLayer","SOIC8_3.9mm","96.7000","96.0000","360","IC REG CHARGE PUMP 5V MSOP8"
"U1","CLB2032BUPB","BottomLayer","CLB2032BUPB","84.5000","86.2000","360","CLB電池ユニット　ピンタイプ"
"SW2","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","69.5500","93.8000","270","Tactile Switch 6 x 6mm"
"SW1","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","69.5500","81.9000","90","Tactile Switch 6 x 6mm"
"R24","RG1608P-114-B-T5","TopLayer","R1608","81.8000","86.0000","90","薄膜チップ抵抗1608サイズ"
"R23","RG1608P-303-B-T5","TopLayer","R1608","80.4000","86.0000","90","薄膜チップ抵抗1608サイズ"
"R21","RG1608P-114-B-T5","BottomLayer","R1608","99.4000","80.3650","360","薄膜チップ抵抗1608サイズ"
"R20","RG1608P-303-B-T5","BottomLayer","R1608","99.4000","79.0950","360","薄膜チップ抵抗1608サイズ"
"R18","RG1608P-204-B-T5","TopLayer","R1608","89.5000","80.3650","360","薄膜チップ抵抗1608サイズ"
"R17","RT0603DRD071ML","BottomLayer","R1608","96.7000","92.3000","180","薄膜チップ抵抗1608サイズ"
"R14","RG1608P-102-B-T5","TopLayer","R1608","96.7000","92.3000","180","薄膜チップ抵抗1608サイズ"
"R12","SM-3TW502","TopLayer","SM-3TW","86.5000","86.0000","90","CERMET TRIMMER 11 turns Top adjustmet"
"R11","RG1005P-103-B-T5","BottomLayer","R1005","67.8000","97.0000","180","薄膜チップ抵抗1005サイズ"
"R10","RG1608P-103-B-T5","BottomLayer","R1608","68.0000","95.8000","360","薄膜チップ抵抗1608サイズ"
"R8","RG1005P-332-B-T5","BottomLayer","R1005","75.2000","75.4000","90","薄膜チップ抵抗1005サイズ"
"R7","RG1005P-332-B-T5","BottomLayer","R1005","79.5400","75.4000","90","薄膜チップ抵抗1005サイズ"
"R6","RG1005P-103-B-T5","BottomLayer","R1005","94.0000","96.6350","180","薄膜チップ抵抗1005サイズ"
"R5","RG1005P-512-B-T5","BottomLayer","R1005","107.0000","78.0000","180","薄膜チップ抵抗1005サイズ"
"R4","RG1005P-512-B-T5","TopLayer","R1005","105.3000","83.9000","270","薄膜チップ抵抗1005サイズ"
"R3","RG1005P-103-B-T5","TopLayer","R1005","74.0000","82.0000","90","薄膜チップ抵抗1005サイズ"
"R2","RG1608P-103-B-T5","TopLayer","R1608","79.0000","86.0000","90","薄膜チップ抵抗1608サイズ"
"R1","RG1608P-114-B-T5","TopLayer","R1608","89.5000","81.6350","360","薄膜チップ抵抗1608サイズ"
"PTC1","1206L016WR","TopLayer","1206L","103.4000","81.8000","270","Resettable PTC"
"LED2","OSRGHC3131A","TopLayer","LED3COLORS","77.0000","73.0000","360","2色LED（赤,青）"
"LED1","WP710A10GD","TopLayer","LED_T1","84.0000","73.0000","270","LED T1 GREEN"
"JP6","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","81.9000","360",""
"JP4","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","77.9250","360",""
"JP3","SMD_JAMPER","TopLayer","SMD_JAMPER","64.1000","81.9000","360",""
"JP2","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","85.8750","360",""
"JP1","SMD_JAMPER","TopLayer","SMD_JAMPER","64.1000","85.8750","360",""
"J1","B02B-PASK-1","BottomLayer","B02B-PASK-1","102.8500","88.7500","90","雄,ストレート,1列2ピン"
"D4","BAT54STA","TopLayer","SOT-23","98.9000","86.5000","270","ダブル直列ショットキー"
"D3","BAT54STA","TopLayer","SOT-23","94.5000","86.5000","270","ダブル直列ショットキー"
"D2","BAT54STA","TopLayer","SOT-23","63.9000","90.4000","270","ダブル直列ショットキー"
"D1","CDBW0520L-G","TopLayer","SOD-123","81.5000","76.3000","180","Schottky Rectifier"
"C23","C1608X5R1A106M080AC","TopLayer","C1608","96.7000","91.0000","360","セラコン1608サイズ"
"C22","GRM1552C1H101J","BottomLayer","C1005","99.4000","82.9050","360","セラコン1005サイズ"
"C21","GRM1552C1H101J","TopLayer","C1005","86.3000","79.9000","270","セラコン1005サイズ"
"C20","GRM1552C1H101J","BottomLayer","C1005","90.3000","98.5000","180","セラコン1005サイズ"
"C19","GRM1885C1H101JA01D","BottomLayer","C1608","71.2000","96.5000","270","セラコン1608サイズ"
"C17","GRM1552C1H101J","BottomLayer","C1005","74.1000","75.4000","90","セラコン1005サイズ"
"C16","GRM155B11H472K","BottomLayer","C1005","99.4000","95.3650","360","セラコン1005サイズ"
"C15","GRM155F11H103Z","BottomLayer","C1005","99.4000","96.6350","360","セラコン1005サイズ"
"C14","GRM155F11H103Z","BottomLayer","C1005","99.4000","94.0950","360","セラコン1005サイズ"
"C13","GRM1552C1H102J","BottomLayer","C1005","94.0000","95.3650","180","セラコン1005サイズ"
"C12","GRM1552C1H221J","TopLayer","C1005","102.9000","95.3650","90","セラコン1005サイズ"
"C11","GRM155B11H472K","BottomLayer","C1005","94.0000","97.9050","360","セラコン1005サイズ"
"C10","GRM155B11H472K","BottomLayer","C1005","99.4000","97.9050","360","セラコン1005サイズ"
"C2","GRM1885C1H101JA01D","TopLayer","C1608","83.2000","86.0000","90","セラコン1608サイズ"
"USB1","DX07W024JA1R1000","BottomLayer","DX07W024JA1R1000","108.4250","54.9960","270","USB3.1 Type-C"
"JP5","SMD_JAMPER","TopLayer","SMD_JAMPER","88.5000","46.2000","180",""
"D5","CDBW0520L-G","BottomLayer","SOD-123","85.9000","45.0000","360","Schottky Rectifier"
"C18","GRM1885C1H101JA01D","BottomLayer","C1608","73.4000","61.4000","90","セラコン1608サイズ"
"+5V","TP1mm","TopLayer","TP1mm","104.0000","62.7000","270","Test-Point 1mm"
"+3.3V","TP1mm","TopLayer","TP1mm","107.5000","62.7000","180","Test-Point 1mm"
"TP8","TP1mm","TopLayer","TP1mm","103.4000","45.9000","180","Test-Point 1mm"
"GND","TP1mm","TopLayer","TP1mm","75.0000","67.0000","180","Test-Point 1mm"
"TP2","TP1mm","TopLayer","TP1mm","93.8000","60.6000","180","Test-Point 1mm"
"TP1","TP1mm","TopLayer","TP1mm","100.0000","61.0000","180","Test-Point 1mm"
"C1","GRM155F11H103Z","BottomLayer","C1005","72.8000","44.3000","90","セラコン1005サイズ"
"P1","FTSH-110-01-F-DV-K-P-TR","TopLayer","Headerpin_2x10","82.9650","64.1650","270","Header, 2 x 10 -Pin 1.27mm"
"U2","LTC1682IS8-3.3#PBF","TopLayer","SOIC8_3.9mm","96.7000","44.0000","360","IC REG CHARGE PUMP 3.3V 8SOIC"
"C9","GRM155B11H472K","BottomLayer","C1005","99.4000","43.3650","360","セラコン1005サイズ"
"C8","GRM155F11H103Z","BottomLayer","C1005","99.4000","44.6350","360","セラコン1005サイズ"
"C7","GRM155F11H103Z","BottomLayer","C1005","99.4000","42.0950","360","セラコン1005サイズ"
"C6","GRM1552C1H102J","BottomLayer","C1005","94.0000","43.3650","180","セラコン1005サイズ"
"C5","GRM1552C1H221J","TopLayer","C1005","102.9000","43.3650","90","セラコン1005サイズ"
"C4","GRM155B11H472K","BottomLayer","C1005","94.0000","45.9050","360","セラコン1005サイズ"
"C3","GRM155B11H472K","BottomLayer","C1005","99.4000","45.9050","360","セラコン1005サイズ"
"U6","OPA2330AIDR","TopLayer","SOIC8_3.9mm","96.7000","51.0000","360","CMOS ゼロドリフトアンプ 2回路 レールツーレール 8SOIC"
"U5","AD7680BRJZ","TopLayer","SOT-23-6","83.0000","50.3650","90","16bit ADC 2.5V～5.5V SOT23"
"U4","NINA-B302","BottomLayer","NINA_LGA67R_1500X1000X338_PIFA","67.0000","51.0000","270","u-blox NINA-B302 Bluetooth 5 LE, 802.15.4 module"
"U3","LTC1682IS8-5#PBF","TopLayer","SOIC8_3.9mm","96.7000","66.0000","360","IC REG CHARGE PUMP 5V MSOP8"
"U1","CLB2032BUPB","BottomLayer","CLB2032BUPB","84.5000","56.2000","360","CLB電池ユニット　ピンタイプ"
"SW2","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","69.5500","63.8000","270","Tactile Switch 6 x 6mm"
"SW1","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","69.5500","51.9000","90","Tactile Switch 6 x 6mm"
"R24","RG1608P-114-B-T5","TopLayer","R1608","81.8000","56.0000","90","薄膜チップ抵抗1608サイズ"
"R23","RG1608P-303-B-T5","TopLayer","R1608","80.4000","56.0000","90","薄膜チップ抵抗1608サイズ"
"R21","RG1608P-114-B-T5","BottomLayer","R1608","99.4000","50.3650","360","薄膜チップ抵抗1608サイズ"
"R20","RG1608P-303-B-T5","BottomLayer","R1608","99.4000","49.0950","360","薄膜チップ抵抗1608サイズ"
"R18","RG1608P-204-B-T5","TopLayer","R1608","89.5000","50.3650","360","薄膜チップ抵抗1608サイズ"
"R17","RT0603DRD071ML","BottomLayer","R1608","96.7000","62.3000","180","薄膜チップ抵抗1608サイズ"
"R14","RG1608P-102-B-T5","TopLayer","R1608","96.7000","62.3000","180","薄膜チップ抵抗1608サイズ"
"R12","SM-3TW502","TopLayer","SM-3TW","86.5000","56.0000","90","CERMET TRIMMER 11 turns Top adjustmet"
"R11","RG1005P-103-B-T5","BottomLayer","R1005","67.8000","67.0000","180","薄膜チップ抵抗1005サイズ"
"R10","RG1608P-103-B-T5","BottomLayer","R1608","68.0000","65.8000","360","薄膜チップ抵抗1608サイズ"
"R8","RG1005P-332-B-T5","BottomLayer","R1005","75.2000","45.4000","90","薄膜チップ抵抗1005サイズ"
"R7","RG1005P-332-B-T5","BottomLayer","R1005","79.5400","45.4000","90","薄膜チップ抵抗1005サイズ"
"R6","RG1005P-103-B-T5","BottomLayer","R1005","94.0000","66.6350","180","薄膜チップ抵抗1005サイズ"
"R5","RG1005P-512-B-T5","BottomLayer","R1005","107.0000","48.0000","180","薄膜チップ抵抗1005サイズ"
"R4","RG1005P-512-B-T5","TopLayer","R1005","105.3000","53.9000","270","薄膜チップ抵抗1005サイズ"
"R3","RG1005P-103-B-T5","TopLayer","R1005","74.0000","52.0000","90","薄膜チップ抵抗1005サイズ"
"R2","RG1608P-103-B-T5","TopLayer","R1608","79.0000","56.0000","90","薄膜チップ抵抗1608サイズ"
"R1","RG1608P-114-B-T5","TopLayer","R1608","89.5000","51.6350","360","薄膜チップ抵抗1608サイズ"
"PTC1","1206L016WR","TopLayer","1206L","103.4000","51.8000","270","Resettable PTC"
"LED2","OSRGHC3131A","TopLayer","LED3COLORS","77.0000","43.0000","360","2色LED（赤,青）"
"LED1","WP710A10GD","TopLayer","LED_T1","84.0000","43.0000","270","LED T1 GREEN"
"JP6","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","51.9000","360",""
"JP4","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","47.9250","360",""
"JP3","SMD_JAMPER","TopLayer","SMD_JAMPER","64.1000","51.9000","360",""
"JP2","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","55.8750","360",""
"JP1","SMD_JAMPER","TopLayer","SMD_JAMPER","64.1000","55.8750","360",""
"J1","B02B-PASK-1","BottomLayer","B02B-PASK-1","102.8500","58.7500","90","雄,ストレート,1列2ピン"
"D4","BAT54STA","TopLayer","SOT-23","98.9000","56.5000","270","ダブル直列ショットキー"
"D3","BAT54STA","TopLayer","SOT-23","94.5000","56.5000","270","ダブル直列ショットキー"
"D2","BAT54STA","TopLayer","SOT-23","63.9000","60.4000","270","ダブル直列ショットキー"
"D1","CDBW0520L-G","TopLayer","SOD-123","81.5000","46.3000","180","Schottky Rectifier"
"C23","C1608X5R1A106M080AC","TopLayer","C1608","96.7000","61.0000","360","セラコン1608サイズ"
"C22","GRM1552C1H101J","BottomLayer","C1005","99.4000","52.9050","360","セラコン1005サイズ"
"C21","GRM1552C1H101J","TopLayer","C1005","86.3000","49.9000","270","セラコン1005サイズ"
"C20","GRM1552C1H101J","BottomLayer","C1005","90.3000","68.5000","180","セラコン1005サイズ"
"C19","GRM1885C1H101JA01D","BottomLayer","C1608","71.2000","66.5000","270","セラコン1608サイズ"
"C17","GRM1552C1H101J","BottomLayer","C1005","74.1000","45.4000","90","セラコン1005サイズ"
"C16","GRM155B11H472K","BottomLayer","C1005","99.4000","65.3650","360","セラコン1005サイズ"
"C15","GRM155F11H103Z","BottomLayer","C1005","99.4000","66.6350","360","セラコン1005サイズ"
"C14","GRM155F11H103Z","BottomLayer","C1005","99.4000","64.0950","360","セラコン1005サイズ"
"C13","GRM1552C1H102J","BottomLayer","C1005","94.0000","65.3650","180","セラコン1005サイズ"
"C12","GRM1552C1H221J","TopLayer","C1005","102.9000","65.3650","90","セラコン1005サイズ"
"C11","GRM155B11H472K","BottomLayer","C1005","94.0000","67.9050","360","セラコン1005サイズ"
"C10","GRM155B11H472K","BottomLayer","C1005","99.4000","67.9050","360","セラコン1005サイズ"
"C2","GRM1885C1H101JA01D","TopLayer","C1608","83.2000","56.0000","90","セラコン1608サイズ"
"USB1","DX07W024JA1R1000","BottomLayer","DX07W024JA1R1000","108.4250","24.9960","270","USB3.1 Type-C"
"JP5","SMD_JAMPER","TopLayer","SMD_JAMPER","88.5000","16.2000","180",""
"D5","CDBW0520L-G","BottomLayer","SOD-123","85.9000","15.0000","360","Schottky Rectifier"
"C18","GRM1885C1H101JA01D","BottomLayer","C1608","73.4000","31.4000","90","セラコン1608サイズ"
"+5V","TP1mm","TopLayer","TP1mm","104.0000","32.7000","270","Test-Point 1mm"
"+3.3V","TP1mm","TopLayer","TP1mm","107.5000","32.7000","180","Test-Point 1mm"
"TP8","TP1mm","TopLayer","TP1mm","103.4000","15.9000","180","Test-Point 1mm"
"GND","TP1mm","TopLayer","TP1mm","75.0000","37.0000","180","Test-Point 1mm"
"TP2","TP1mm","TopLayer","TP1mm","93.8000","30.6000","180","Test-Point 1mm"
"TP1","TP1mm","TopLayer","TP1mm","100.0000","31.0000","180","Test-Point 1mm"
"C1","GRM155F11H103Z","BottomLayer","C1005","72.8000","14.3000","90","セラコン1005サイズ"
"P1","FTSH-110-01-F-DV-K-P-TR","TopLayer","Headerpin_2x10","82.9650","34.1650","270","Header, 2 x 10 -Pin 1.27mm"
"U2","LTC1682IS8-3.3#PBF","TopLayer","SOIC8_3.9mm","96.7000","14.0000","360","IC REG CHARGE PUMP 3.3V 8SOIC"
"C9","GRM155B11H472K","BottomLayer","C1005","99.4000","13.3650","360","セラコン1005サイズ"
"C8","GRM155F11H103Z","BottomLayer","C1005","99.4000","14.6350","360","セラコン1005サイズ"
"C7","GRM155F11H103Z","BottomLayer","C1005","99.4000","12.0950","360","セラコン1005サイズ"
"C6","GRM1552C1H102J","BottomLayer","C1005","94.0000","13.3650","180","セラコン1005サイズ"
"C5","GRM1552C1H221J","TopLayer","C1005","102.9000","13.3650","90","セラコン1005サイズ"
"C4","GRM155B11H472K","BottomLayer","C1005","94.0000","15.9050","360","セラコン1005サイズ"
"C3","GRM155B11H472K","BottomLayer","C1005","99.4000","15.9050","360","セラコン1005サイズ"
"U6","OPA2330AIDR","TopLayer","SOIC8_3.9mm","96.7000","21.0000","360","CMOS ゼロドリフトアンプ 2回路 レールツーレール 8SOIC"
"U5","AD7680BRJZ","TopLayer","SOT-23-6","83.0000","20.3650","90","16bit ADC 2.5V～5.5V SOT23"
"U4","NINA-B302","BottomLayer","NINA_LGA67R_1500X1000X338_PIFA","67.0000","21.0000","270","u-blox NINA-B302 Bluetooth 5 LE, 802.15.4 module"
"U3","LTC1682IS8-5#PBF","TopLayer","SOIC8_3.9mm","96.7000","36.0000","360","IC REG CHARGE PUMP 5V MSOP8"
"U1","CLB2032BUPB","BottomLayer","CLB2032BUPB","84.5000","26.2000","360","CLB電池ユニット　ピンタイプ"
"SW2","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","69.5500","33.8000","270","Tactile Switch 6 x 6mm"
"SW1","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","69.5500","21.9000","90","Tactile Switch 6 x 6mm"
"R24","RG1608P-114-B-T5","TopLayer","R1608","81.8000","26.0000","90","薄膜チップ抵抗1608サイズ"
"R23","RG1608P-303-B-T5","TopLayer","R1608","80.4000","26.0000","90","薄膜チップ抵抗1608サイズ"
"R21","RG1608P-114-B-T5","BottomLayer","R1608","99.4000","20.3650","360","薄膜チップ抵抗1608サイズ"
"R20","RG1608P-303-B-T5","BottomLayer","R1608","99.4000","19.0950","360","薄膜チップ抵抗1608サイズ"
"R18","RG1608P-204-B-T5","TopLayer","R1608","89.5000","20.3650","360","薄膜チップ抵抗1608サイズ"
"R17","RT0603DRD071ML","BottomLayer","R1608","96.7000","32.3000","180","薄膜チップ抵抗1608サイズ"
"R14","RG1608P-102-B-T5","TopLayer","R1608","96.7000","32.3000","180","薄膜チップ抵抗1608サイズ"
"R12","SM-3TW502","TopLayer","SM-3TW","86.5000","26.0000","90","CERMET TRIMMER 11 turns Top adjustmet"
"R11","RG1005P-103-B-T5","BottomLayer","R1005","67.8000","37.0000","180","薄膜チップ抵抗1005サイズ"
"R10","RG1608P-103-B-T5","BottomLayer","R1608","68.0000","35.8000","360","薄膜チップ抵抗1608サイズ"
"R8","RG1005P-332-B-T5","BottomLayer","R1005","75.2000","15.4000","90","薄膜チップ抵抗1005サイズ"
"R7","RG1005P-332-B-T5","BottomLayer","R1005","79.5400","15.4000","90","薄膜チップ抵抗1005サイズ"
"R6","RG1005P-103-B-T5","BottomLayer","R1005","94.0000","36.6350","180","薄膜チップ抵抗1005サイズ"
"R5","RG1005P-512-B-T5","BottomLayer","R1005","107.0000","18.0000","180","薄膜チップ抵抗1005サイズ"
"R4","RG1005P-512-B-T5","TopLayer","R1005","105.3000","23.9000","270","薄膜チップ抵抗1005サイズ"
"R3","RG1005P-103-B-T5","TopLayer","R1005","74.0000","22.0000","90","薄膜チップ抵抗1005サイズ"
"R2","RG1608P-103-B-T5","TopLayer","R1608","79.0000","26.0000","90","薄膜チップ抵抗1608サイズ"
"R1","RG1608P-114-B-T5","TopLayer","R1608","89.5000","21.6350","360","薄膜チップ抵抗1608サイズ"
"PTC1","1206L016WR","TopLayer","1206L","103.4000","21.8000","270","Resettable PTC"
"LED2","OSRGHC3131A","TopLayer","LED3COLORS","77.0000","13.0000","360","2色LED（赤,青）"
"LED1","WP710A10GD","TopLayer","LED_T1","84.0000","13.0000","270","LED T1 GREEN"
"JP6","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","21.9000","360",""
"JP4","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","17.9250","360",""
"JP3","SMD_JAMPER","TopLayer","SMD_JAMPER","64.1000","21.9000","360",""
"JP2","SMD_JAMPER","TopLayer","SMD_JAMPER","76.5000","25.8750","360",""
"JP1","SMD_JAMPER","TopLayer","SMD_JAMPER","64.1000","25.8750","360",""
"J1","B02B-PASK-1","BottomLayer","B02B-PASK-1","102.8500","28.7500","90","雄,ストレート,1列2ピン"
"D4","BAT54STA","TopLayer","SOT-23","98.9000","26.5000","270","ダブル直列ショットキー"
"D3","BAT54STA","TopLayer","SOT-23","94.5000","26.5000","270","ダブル直列ショットキー"
"D2","BAT54STA","TopLayer","SOT-23","63.9000","30.4000","270","ダブル直列ショットキー"
"D1","CDBW0520L-G","TopLayer","SOD-123","81.5000","16.3000","180","Schottky Rectifier"
"C23","C1608X5R1A106M080AC","TopLayer","C1608","96.7000","31.0000","360","セラコン1608サイズ"
"C22","GRM1552C1H101J","BottomLayer","C1005","99.4000","22.9050","360","セラコン1005サイズ"
"C21","GRM1552C1H101J","TopLayer","C1005","86.3000","19.9000","270","セラコン1005サイズ"
"C20","GRM1552C1H101J","BottomLayer","C1005","90.3000","38.5000","180","セラコン1005サイズ"
"C19","GRM1885C1H101JA01D","BottomLayer","C1608","71.2000","36.5000","270","セラコン1608サイズ"
"C17","GRM1552C1H101J","BottomLayer","C1005","74.1000","15.4000","90","セラコン1005サイズ"
